H,M,S,draws
15,18,23,0.0005586021505376343
15,18,24,0.0005586021505376343
15,18,25,0.0005586021505376343
15,18,26,0.0005586021505376343
15,18,27,0.0005586021505376343
15,18,28,0.0005586021505376343
15,18,29,0.0005586021505376343
15,18,30,0.0005586021505376343
15,18,31,0.0005586021505376343
15,18,32,0.0005586021505376343
15,18,33,0.0005586021505376343
15,18,34,0.0005586021505376343
15,18,35,0.0005586021505376343
15,18,36,1.12148738837717e-310
15,18,37,1.1215969113466e-310
15,18,38,1.12170643315333e-310
15,18,39,1.12181595551713e-310
15,18,40,1.12192547788013e-310
15,18,41,1.12203500024393e-310
15,18,42,1.1221445226077e-310
15,18,43,1.1222540449714e-310
15,18,44,1.1223635702167e-310
15,18,45,1.1224730897605e-310
15,18,46,1.12258219770745e-310
15,18,47,1.1226917200712e-310
15,18,48,1.12280124243504e-310
15,18,49,1.12291076479894e-310
15,18,50,1.12302028716194e-310
15,18,51,1.12312980952554e-310
15,18,52,1.12323933189e-310
15,18,53,1.1233488542538e-310
15,18,54,1.1234583766175e-310
15,18,55,1.12356789898127e-310
15,18,56,1.123677421345e-310
15,18,57,1.1237869437088e-310
15,18,58,1.12389646607256e-310
15,18,59,1.1240059884363e-310
15,19,0,1.1241155108001e-310
15,19,1,0.0007612903225806451
15,19,2,0.0007612903225806451
15,19,3,0.0007612903225806451
15,19,4,0.0007612903225806451
15,19,5,0.0007612903225806451
15,19,6,0.0007612903225806451
15,19,7,0.0007612903225806451
15,19,8,0.0007612903225806451
15,19,9,0.0007612903225806451
15,19,10,0.0007612903225806451
15,19,11,0.0007612903225806451
15,19,12,0.0007612903225806451
15,19,13,0.0008118279569892473
15,19,14,0.0008118279569892473
15,19,15,0.0008118279569892473
15,19,16,0.0008118279569892473
15,19,17,0.0008118279569892473
15,19,18,0.0007612903225806451
15,19,19,0.0007612903225806451
15,19,20,0.0007612903225806451
15,19,21,0.0007612903225806451
15,19,22,0.0007612903225806451
15,19,23,0.0007612903225806451
15,19,24,0.0007612903225806451
15,19,25,0.0007612903225806451
15,19,26,0.0007612903225806451
15,19,27,0.0007612903225806451
15,19,28,0.0007612903225806451
15,19,29,0.0007612903225806451
15,19,30,0.0007612903225806451
15,19,31,0.0007612903225806451
15,19,32,0.0007612903225806451
15,19,33,0.0007612903225806451
15,19,34,0.0007612903225806451
15,19,35,0.0007612903225806451
15,19,36,0.0007612903225806451
15,19,37,0.0007612903225806451
15,19,38,0.0007612903225806451
15,19,39,0.0007612903225806451
15,19,40,0.0007612903225806451
15,19,41,0.0007612903225806451
15,19,42,0.0007612903225806451
15,19,43,0.0007612903225806451
15,19,44,0.0007612903225806451
15,19,45,0.0007612903225806451
15,19,46,0.0007612903225806451
15,19,47,0.0007612903225806451
15,19,48,0.0007612903225806451
15,19,49,0.0007612903225806451
15,19,50,0.0007612903225806451
15,19,51,0.0007612903225806451
15,19,52,0.0007612903225806451
15,19,53,0.0007612903225806451
15,19,54,1.1234583766316e-310
15,19,55,1.12356789899535e-310
15,19,56,1.1236774213591e-310
15,19,57,1.1237869437229e-310
15,19,58,1.12389646608664e-310
15,19,59,1.1240059884504e-310
15,20,0,1.1241155108142e-310
15,20,1,1.120939362275e-310
15,20,2,1.1210488846388e-310
15,20,3,1.12115840700255e-310
15,20,4,1.1212679293663e-310
15,20,5,1.1213774517301e-310
15,20,6,1.12148697409384e-310
15,20,7,1.1215964964576e-310
15,20,8,1.12170601882133e-310
15,20,9,1.12181554118513e-310
15,20,10,1.12192506354888e-310
15,20,11,1.1220345859126e-310
15,20,12,1.1221441082764e-310
15,20,13,1.12225363064017e-310
15,20,14,1.1223631530039e-310
15,20,15,1.12247267536766e-310
15,20,16,1.12258219773146e-310
15,20,17,1.1226917200952e-310
15,20,18,1.12280124245895e-310
15,20,19,1.12291076482275e-310
15,20,20,1.1230202871865e-310
15,20,21,1.12312980955024e-310
15,20,22,1.123239331914e-310
15,20,23,1.1233488542778e-310
15,20,24,1.12345837664154e-310
15,20,25,1.1235678990053e-310
15,20,26,1.1236774213691e-310
15,20,27,1.12378694373283e-310
15,20,28,1.12389646609657e-310
15,20,29,1.12400598846037e-310
15,20,30,1.1241155108241e-310
15,20,31,1.120939362285e-310
15,20,32,1.12104888464873e-310
15,20,33,1.1211584070125e-310
15,20,34,1.12126792937637e-310
15,20,35,1.1213774517401e-310
15,20,36,1.12148738840533e-310
15,20,37,1.12159691137475e-310
15,20,38,1.1217064331815e-310
15,20,39,1.12181595554524e-310
15,20,40,1.1219254779083e-310
15,20,41,1.1220350002721e-310
15,20,42,1.12214452263584e-310
15,20,43,1.1222540449996e-310
15,20,44,1.12236357024487e-310
15,20,45,1.12247308978854e-310
15,20,46,1.12258219773546e-310
15,20,47,1.12269172009926e-310
15,20,48,1.1228012424631e-310
15,20,49,1.12291076482685e-310
15,20,50,1.1230202871899e-310
15,20,51,1.12312980955355e-310
15,20,52,1.12323933191804e-310
15,20,53,1.1233488542818e-310
15,20,54,1.1234583766456e-310
15,20,55,0.00016451612903225804
15,20,56,0.00016451612903225804
15,20,57,0.00016451612903225804
15,20,58,0.00016451612903225804
15,20,59,0.00016451612903225804
15,21,0,1.1241155108282e-310
15,21,1,1.1209393622891e-310
15,21,2,1.1210488846529e-310
15,21,3,1.12115840701663e-310
15,21,4,1.12126792938037e-310
15,21,5,1.1213774517441e-310
15,21,6,1.1214869741079e-310
15,21,7,0.00036021505376344085
15,21,8,0.00036021505376344085
15,21,9,0.00036021505376344085
15,21,10,0.00036021505376344085
15,21,11,0.00036021505376344085
15,21,12,0.00036021505376344085
15,21,13,0.00036021505376344085
15,21,14,0.00036021505376344085
15,21,15,0.00036021505376344085
15,21,16,0.00036021505376344085
15,21,17,0.00036021505376344085
15,21,18,0.00036021505376344085
15,21,19,0.00036021505376344085
15,21,20,0.00036021505376344085
15,21,21,0.00036021505376344085
15,21,22,0.00036021505376344085
15,21,23,0.00036021505376344085
15,21,24,1.1234583766556e-310
15,21,25,1.12356789901936e-310
15,21,26,1.12367742138316e-310
15,21,27,1.1237869437469e-310
15,21,28,1.12389646611065e-310
15,21,29,1.1240059884744e-310
15,21,30,1.1241155108382e-310
15,21,31,1.12093936229906e-310
15,21,32,1.1210488846628e-310
15,21,33,1.12115840702656e-310
15,21,34,1.12126792939045e-310
15,21,35,1.1213774517542e-310
15,21,36,1.1214873884194e-310
15,21,37,1.12159691138883e-310
15,21,38,1.12170643319557e-310
15,21,39,1.1218159555593e-310
15,21,40,1.12192547792237e-310
15,21,41,1.1220350002861e-310
15,21,42,1.1221445226499e-310
15,21,43,1.12225404501367e-310
15,21,44,1.12236357025895e-310
15,21,45,1.12247308980257e-310
15,21,46,1.12258219774954e-310
15,21,47,1.1226917201133e-310
15,21,48,1.1228012424772e-310
15,21,49,0.0001338709677419355
15,21,50,0.0001338709677419355
15,21,51,0.0001338709677419355
15,21,52,0.0001338709677419355
15,21,53,0.0001338709677419355
15,21,54,0.0001338709677419355
15,21,55,0.0001338709677419355
15,21,56,0.0001338709677419355
15,21,57,0.0001338709677419355
15,21,58,0.0001338709677419355
15,21,59,0.0001338709677419355
15,22,0,0.0001338709677419355
15,22,1,0.0001338709677419355
15,22,2,0.0001338709677419355
15,22,3,0.0001338709677419355
15,22,4,0.0001338709677419355
15,22,5,0.0001338709677419355
15,22,6,0.0001338709677419355
15,22,7,0.0001338709677419355
15,22,8,0.0001338709677419355
15,22,9,0.0001338709677419355
15,22,10,0.0001338709677419355
15,22,11,0.0001338709677419355
15,22,12,0.0001338709677419355
15,22,13,0.0001338709677419355
15,22,14,0.0001338709677419355
15,22,15,0.0001338709677419355
15,22,16,0.0001338709677419355
15,22,17,0.0001338709677419355
15,22,18,0.0001338709677419355
15,22,19,0.0001338709677419355
15,22,20,0.0001338709677419355
15,22,21,0.0001338709677419355
15,22,22,0.0001338709677419355
15,22,23,0.0001338709677419355
15,22,24,0.0001338709677419355
15,22,25,0.0001338709677419355
15,22,26,0.0001338709677419355
15,22,27,0.0001338709677419355
15,22,28,0.0001338709677419355
15,22,29,0.0001338709677419355
15,22,30,0.0001338709677419355
15,22,31,0.0001338709677419355
15,22,32,0.0001338709677419355
15,22,33,0.0001338709677419355
15,22,34,0.0001338709677419355
15,22,35,0.0001338709677419355
15,22,36,0.0001338709677419355
15,22,37,0.0001338709677419355
15,22,38,0.0001338709677419355
15,22,39,0.0001338709677419355
15,22,40,0.0001338709677419355
15,22,41,0.0001338709677419355
15,22,42,0.0001338709677419355
15,22,43,0.0001338709677419355
15,22,44,0.0001338709677419355
15,22,45,0.0001338709677419355
15,22,46,0.0001338709677419355
15,22,47,0.0001338709677419355
15,22,48,1.12280124249126e-310
15,22,49,1.122910764855e-310
15,22,50,1.12302028721807e-310
15,22,51,1.1231298095816e-310
15,22,52,1.1232393319461e-310
15,22,53,1.12334885430985e-310
15,22,54,1.1234583766736e-310
15,22,55,1.1235678990374e-310
15,22,56,1.12367742140114e-310
15,22,57,1.123786943765e-310
15,22,58,1.1238964661288e-310
15,22,59,1.12400598849253e-310
15,23,0,1.1241155108563e-310
15,23,1,1.12093936231724e-310
15,23,2,1.121048884681e-310
15,23,3,1.1211584070448e-310
15,23,4,1.12126792940854e-310
15,23,5,1.1213774517723e-310
15,23,6,1.1214869741361e-310
15,23,7,1.12159649649983e-310
15,23,8,1.12170601886357e-310
15,23,9,1.1218155412273e-310
15,23,10,1.1219250635911e-310
15,23,11,1.12203458595487e-310
15,23,12,1.1221441083186e-310
15,23,13,1.1222536306824e-310
15,23,14,1.12236315304616e-310
15,23,15,1.1224726754099e-310
15,23,16,1.12258219777365e-310
15,23,17,1.12269172013745e-310
15,23,18,1.1228012425012e-310
15,23,19,1.12291076486494e-310
15,23,20,1.12302028722874e-310
15,23,21,1.1231298095925e-310
15,23,22,1.12323933195623e-310
15,23,23,1.12334885432e-310
15,23,24,1.1234583766838e-310
15,23,25,1.12356789904753e-310
15,23,26,1.12367742141127e-310
15,23,27,1.12378694377507e-310
15,23,28,1.1238964661388e-310
15,23,29,1.12400598850256e-310
15,23,30,1.12411551086636e-310
15,23,31,1.12093936232717e-310
15,23,32,1.12104888469097e-310
15,23,33,1.1211584070547e-310
15,23,34,1.12126792941856e-310
15,23,35,1.12137745178236e-310
15,23,36,1.1214873884475e-310
15,23,37,1.121596911417e-310
15,23,38,1.12170643322373e-310
15,23,39,1.1218159555875e-310
15,23,40,1.12192547795054e-310
15,23,41,1.1220350003143e-310
15,23,42,1.1221445226781e-310
15,23,43,1.12225404504183e-310
15,23,44,1.1223635702871e-310
15,23,45,1.12247308983073e-310
15,23,46,1.1225821977777e-310
15,23,47,1.12269172014145e-310
15,23,48,1.12280124250535e-310
15,23,49,1.1229107648691e-310
15,23,50,1.12302028723215e-310
15,23,51,1.1231298095957e-310
15,23,52,1.1232393319602e-310
15,23,53,1.12334885432393e-310
15,23,54,1.1234583766877e-310
15,23,55,1.1235678990515e-310
15,23,56,1.12367742141523e-310
15,23,57,1.12378694377897e-310
15,23,58,1.1238964661427e-310
15,23,59,1.1240059885065e-310
15,24,0,1.12411551087036e-310
15,24,1,1.12093936233123e-310
15,24,2,1.12104888469497e-310
15,24,3,1.12115840705877e-310
15,24,4,1.1212679294226e-310
15,24,5,1.12137745178636e-310
15,24,6,1.1214869741501e-310
15,24,7,1.1215964965139e-310
15,24,8,1.12170601887765e-310
15,24,9,1.1218155412414e-310
15,24,10,1.1219250636052e-310
15,24,11,1.12203458596895e-310
15,24,12,1.1221441083327e-310
15,24,13,1.12225363069644e-310
15,24,14,1.12236315306024e-310
15,24,15,1.122472675424e-310
15,24,16,1.12258219778773e-310
15,24,17,1.12269172015153e-310
15,24,18,1.1228012425153e-310
15,24,19,1.122910764879e-310
15,24,20,1.1230202872428e-310
15,24,21,1.12312980960657e-310
15,24,22,1.1232393319703e-310
15,24,23,1.12334885433406e-310
15,24,24,1.12345837669786e-310
15,24,25,1.1235678990616e-310
15,24,26,1.12367742142535e-310
15,24,27,1.12378694378915e-310
15,24,28,1.1238964661529e-310
15,24,29,1.12400598851664e-310
15,24,30,1.1241155108804e-310
15,24,31,1.12093936234126e-310
15,24,32,1.12104888470505e-310
15,24,33,1.1211584070688e-310
15,24,34,1.12126792943265e-310
15,24,35,1.12137745179644e-310
15,24,36,1.1214873884616e-310
15,24,37,1.1215969114311e-310
15,24,38,1.1217064332378e-310
15,24,39,1.12181595560156e-310
15,24,40,1.1219254779646e-310
15,24,41,1.12203500032836e-310
15,24,42,1.1221445226921e-310
15,24,43,1.1222540450559e-310
15,24,44,1.1223635703012e-310
15,24,45,1.1224730898448e-310
15,24,46,1.1225821977918e-310
15,24,47,1.12269172015553e-310
15,24,48,1.12280124251943e-310
15,24,49,1.12291076488317e-310
15,24,50,1.12302028724623e-310
15,24,51,1.1231298096098e-310
15,24,52,1.12323933197427e-310
15,24,53,1.123348854338e-310
15,24,54,1.12345837670176e-310
15,24,55,1.1235678990655e-310
15,24,56,1.1236774214293e-310
15,24,57,1.12378694379305e-310
15,24,58,1.1238964661568e-310
15,24,59,1.1240059885206e-310
15,25,0,1.12411551088434e-310
15,25,1,1.1209393623452e-310
15,25,2,1.12104888470896e-310
15,25,3,1.1211584070728e-310
15,25,4,1.1212679294366e-310
15,25,5,1.12137745180035e-310
15,25,6,1.1214869741641e-310
15,25,7,1.121596496528e-310
15,25,8,1.12170601889174e-310
15,25,9,1.1218155412555e-310
15,25,10,1.1219250636193e-310
15,25,11,1.12203458598303e-310
15,25,12,1.12214410834677e-310
15,25,13,1.1222536307105e-310
15,25,14,1.1223631530743e-310
15,25,15,1.12247267543807e-310
15,25,16,1.1225821978018e-310
15,25,17,1.1226917201656e-310
15,25,18,1.12280124252936e-310
15,25,19,1.1229107648931e-310
15,25,20,1.12302028725685e-310
15,25,21,1.12312980962065e-310
15,25,22,1.1232393319844e-310
15,25,23,1.12334885434814e-310
15,25,24,1.12345837671194e-310
15,25,25,1.1235678990757e-310
15,25,26,1.12367742143943e-310
15,25,27,1.1237869438032e-310
15,25,28,1.123896466167e-310
15,25,29,1.12400598853073e-310
15,25,30,1.12411551089447e-310
15,25,31,1.12093936235534e-310
15,25,32,1.1210488847191e-310
15,25,33,1.1211584070829e-310
15,25,34,1.12126792944673e-310
15,25,35,1.12137745181047e-310
15,25,36,1.1214873884757e-310
15,25,37,1.12159691144516e-310
15,25,38,1.1217064332519e-310
15,25,39,1.12181595561564e-310
15,25,40,1.1219254779787e-310
15,25,41,1.12203500034245e-310
15,25,42,1.1221445227062e-310
15,25,43,1.12225404507e-310
15,25,44,1.1223635703153e-310
15,25,45,1.1224730898589e-310
15,25,46,1.12258219780586e-310
15,25,47,1.1226917201696e-310
15,25,48,1.12280124253346e-310
15,25,49,1.12291076489725e-310
15,25,50,1.1230202872603e-310
15,25,51,1.12312980962386e-310
15,25,52,1.1232393319883e-310
15,25,53,1.1233488543521e-310
15,25,54,1.12345837671584e-310
15,25,55,1.1235678990796e-310
15,25,56,1.1236774214434e-310
15,25,57,1.12378694380713e-310
15,25,58,1.1238964661709e-310
15,25,59,1.1240059885347e-310
15,26,0,1.12411551089843e-310
15,26,1,1.1209393623593e-310
15,26,2,1.12104888472304e-310
15,26,3,1.1211584070868e-310
15,26,4,1.1212679294506e-310
15,26,5,1.12137745181433e-310
15,26,6,1.12148697417817e-310
15,26,7,1.1215964965419e-310
15,26,8,1.1217060189057e-310
15,26,9,1.12181554126946e-310
15,26,10,1.1219250636333e-310
15,26,11,1.1220345859971e-310
15,26,12,1.12214410836086e-310
15,26,13,1.1222536307246e-310
15,26,14,1.1223631530884e-310
15,26,15,1.12247267545215e-310
15,26,16,1.1225821978159e-310
15,26,17,1.12269172017964e-310
15,26,18,1.12280124254344e-310
15,26,19,1.1229107649072e-310
15,26,20,1.12302028727093e-310
15,26,21,1.12312980963473e-310
15,26,22,1.1232393319985e-310
15,26,23,1.1233488543622e-310
15,26,24,1.12345837672597e-310
15,26,25,1.12356789908977e-310
15,26,26,1.1236774214535e-310
15,26,27,1.12378694381726e-310
15,26,28,1.12389646618106e-310
15,26,29,1.1240059885448e-310
15,26,30,1.12411551090855e-310
15,26,31,1.1209393623694e-310
15,26,32,1.12104888473316e-310
15,26,33,1.12115840709696e-310
15,26,34,1.1212679294608e-310
15,26,35,1.12137745182455e-310
15,26,36,1.12148738848977e-310
15,26,37,1.12159691145924e-310
15,26,38,1.121706433266e-310
15,26,39,1.1218159556297e-310
15,26,40,1.1219254779928e-310
15,26,41,1.12203500035653e-310
15,26,42,1.12214452272027e-310
15,26,43,1.12225404508407e-310
15,26,44,1.1223635703293e-310
15,26,45,1.122473089873e-310
15,26,46,1.12258219781995e-310
15,26,47,1.1226917201837e-310
15,26,48,1.12280124254754e-310
15,26,49,1.12291076491134e-310
15,26,50,1.12302028727434e-310
15,26,51,1.12312980963794e-310
15,26,52,1.1232393320024e-310
15,26,53,1.1233488543662e-310
15,26,54,1.1234583767299e-310
15,26,55,1.12356789909367e-310
15,26,56,1.12367742145747e-310
15,26,57,1.1237869438212e-310
15,26,58,1.12389646618496e-310
15,26,59,1.1240059885487e-310
15,27,0,1.1241155109125e-310
15,27,1,1.12093936237337e-310
15,27,2,1.1210488847371e-310
15,27,3,1.12115840710086e-310
15,27,4,1.1212679294646e-310
15,27,5,1.1213774518284e-310
15,27,6,1.12148697419216e-310
15,27,7,1.1215964965559e-310
15,27,8,1.1217060189197e-310
15,27,9,1.12181554128355e-310
15,27,10,1.1219250636473e-310
15,27,11,1.1220345860111e-310
15,27,12,1.12214410837484e-310
15,27,13,1.1222536307387e-310
15,27,14,1.12236315310243e-310
15,27,15,1.12247267546623e-310
15,27,16,1.12258219782997e-310
15,27,17,1.1226917201937e-310
15,27,18,1.1228012425575e-310
15,27,19,1.12291076492127e-310
15,27,20,1.123020287285e-310
15,27,21,1.1231298096488e-310
15,27,22,1.12323933201256e-310
15,27,23,1.1233488543763e-310
15,27,24,1.12345837674005e-310
15,27,25,1.12356789910385e-310
15,27,26,1.1236774214676e-310
15,27,27,1.12378694383134e-310
15,27,28,1.12389646619514e-310
15,27,29,1.1240059885589e-310
15,27,30,1.12411551092263e-310
15,27,31,1.1209393623835e-310
15,27,32,1.12104888474725e-310
15,27,33,1.12115840711104e-310
15,27,34,1.1212679294749e-310
15,27,35,1.12137745183864e-310
15,27,36,1.12148738850385e-310
15,27,37,1.12159691147327e-310
15,27,38,1.12170643328e-310
15,27,39,1.1218159556438e-310
15,27,40,1.12192547800686e-310
15,27,41,1.1220350003706e-310
15,27,42,1.12214452273435e-310
15,27,43,1.1222540450981e-310
15,27,44,1.1223635703434e-310
15,27,45,1.12247308988706e-310
15,27,46,1.12258219783403e-310
15,27,47,1.12269172019777e-310
15,27,48,1.1228012425616e-310
15,27,49,1.1229107649254e-310
15,27,50,1.1230202872884e-310
15,27,51,1.123129809652e-310
15,27,52,1.12323933201646e-310
15,27,53,1.12334885438026e-310
15,27,54,1.123458376744e-310
15,27,55,0.0003623655913978495
15,27,56,0.0003623655913978495
15,27,57,0.0003623655913978495
15,27,58,0.0003623655913978495
15,27,59,0.0003623655913978495
15,28,0,0.0003623655913978495
15,28,1,0.0003623655913978495
15,28,2,0.0003623655913978495
15,28,3,0.0003623655913978495
15,28,4,0.0003623655913978495
15,28,5,0.0003623655913978495
15,28,6,0.0003623655913978495
15,28,7,0.0003623655913978495
15,28,8,0.0003623655913978495
15,28,9,0.0003623655913978495
15,28,10,0.0003623655913978495
15,28,11,0.0003623655913978495
15,28,12,0.0003623655913978495
15,28,13,0.0003623655913978495
15,28,14,0.0003623655913978495
15,28,15,0.0003623655913978495
15,28,16,0.0003623655913978495
15,28,17,0.0003623655913978495
15,28,18,0.0003623655913978495
15,28,19,0.0003623655913978495
15,28,20,0.0003623655913978495
15,28,21,0.0003623655913978495
15,28,22,0.0003623655913978495
15,28,23,0.0003623655913978495
15,28,24,0.0003623655913978495
15,28,25,0.0003623655913978495
15,28,26,0.0003623655913978495
15,28,27,0.0003623655913978495
15,28,28,0.0003623655913978495
15,28,29,0.0003623655913978495
15,28,30,0.0003623655913978495
15,28,31,0.0003623655913978495
15,28,32,0.0003623655913978495
15,28,33,0.0003623655913978495
15,28,34,0.0003623655913978495
15,28,35,0.0003623655913978495
15,28,36,0.0003623655913978495
15,28,37,0.0003623655913978495
15,28,38,0.0003623655913978495
15,28,39,0.0003623655913978495
15,28,40,0.0003623655913978495
15,28,41,0.0003623655913978495
15,28,42,0.0003623655913978495
15,28,43,0.0003623655913978495
15,28,44,0.0003623655913978495
15,28,45,0.0003623655913978495
15,28,46,0.0003623655913978495
15,28,47,0.0003623655913978495
15,28,48,0.0003623655913978495
15,28,49,0.0003623655913978495
15,28,50,0.0003623655913978495
15,28,51,0.0003623655913978495
15,28,52,0.0003623655913978495
15,28,53,0.0003623655913978495
15,28,54,0.0003623655913978495
15,28,55,0.0003623655913978495
15,28,56,0.0003623655913978495
15,28,57,0.0003623655913978495
15,28,58,0.0003623655913978495
15,28,59,0.0003623655913978495
15,29,0,0.0003623655913978495
15,29,1,0.0003623655913978495
15,29,2,0.0003623655913978495
15,29,3,0.0003623655913978495
15,29,4,0.0003623655913978495
15,29,5,0.0003623655913978495
15,29,6,0.0003623655913978495
15,29,7,0.0003623655913978495
15,29,8,0.0003623655913978495
15,29,9,0.0003623655913978495
15,29,10,0.0003623655913978495
15,29,11,0.0003623655913978495
15,29,12,0.0003623655913978495
15,29,13,0.0003623655913978495
15,29,14,0.0003623655913978495
15,29,15,0.0003623655913978495
15,29,16,0.0003623655913978495
15,29,17,0.0003623655913978495
15,29,18,0.0003623655913978495
15,29,19,0.0003623655913978495
15,29,20,0.0003623655913978495
15,29,21,0.0003623655913978495
15,29,22,0.0003623655913978495
15,29,23,0.0003623655913978495
15,29,24,0.0003623655913978495
15,29,25,0.0003623655913978495
15,29,26,0.0003623655913978495
15,29,27,0.0003623655913978495
15,29,28,0.0003623655913978495
15,29,29,0.0003623655913978495
15,29,30,0.0003623655913978495
15,29,31,0.0003623655913978495
15,29,32,0.0003623655913978495
15,29,33,0.0003623655913978495
15,29,34,0.0003623655913978495
15,29,35,0.0003623655913978495
15,29,36,0.0003623655913978495
15,29,37,0.0003623655913978495
15,29,38,0.0003623655913978495
15,29,39,0.0003623655913978495
15,29,40,0.0003623655913978495
15,29,41,0.0003623655913978495
15,29,42,0.0003623655913978495
15,29,43,0.0003623655913978495
15,29,44,0.0003623655913978495
15,29,45,0.0003623655913978495
15,29,46,0.0003623655913978495
15,29,47,0.0003623655913978495
15,29,48,0.0003623655913978495
15,29,49,0.0006731182795698924
15,29,50,0.0006731182795698924
15,29,51,0.0006731182795698924
15,29,52,0.0006731182795698924
15,29,53,0.0006731182795698924
15,29,54,0.0006731182795698924
15,29,55,0.0006731182795698924
15,29,56,0.0006731182795698924
15,29,57,0.0006731182795698924
15,29,58,0.0006731182795698924
15,29,59,0.0006731182795698924
15,30,0,0.0006731182795698924
15,30,1,0.0006731182795698924
15,30,2,0.0006731182795698924
15,30,3,0.0006731182795698924
15,30,4,0.0006731182795698924
15,30,5,0.0006731182795698924
15,30,6,1.1214869742344e-310
15,30,7,1.12159649659815e-310
15,30,8,1.1217060189619e-310
15,30,9,1.1218155413257e-310
15,30,10,1.12192506368944e-310
15,30,11,1.1220345860532e-310
15,30,12,1.12214410841693e-310
15,30,13,0.0006123655913978496
15,30,14,0.0006123655913978496
15,30,15,0.0006123655913978496
15,30,16,0.0006123655913978496
15,30,17,0.0006123655913978496
15,30,18,0.0006123655913978496
15,30,19,0.0006123655913978496
15,30,20,0.0006123655913978496
15,30,21,0.0006123655913978496
15,30,22,0.0006123655913978496
15,30,23,0.0006123655913978496
15,30,24,0.0006123655913978496
15,30,25,0.0006123655913978496
15,30,26,0.0006123655913978496
15,30,27,0.0006123655913978496
15,30,28,0.0006123655913978496
15,30,29,0.0006123655913978496
15,30,30,1.1241155109649e-310
15,30,31,1.12093936242574e-310
15,30,32,1.1210488847895e-310
15,30,33,1.12115840715324e-310
15,30,34,1.12126792951713e-310
15,30,35,1.1213774518809e-310
15,30,36,1.1214873885461e-310
15,30,37,1.1215969115155e-310
15,30,38,1.12170643332225e-310
15,30,39,1.121815955686e-310
15,30,40,1.12192547804905e-310
15,30,41,1.12203500041285e-310
15,30,42,1.1221445227766e-310
15,30,43,1.12225404514034e-310
15,30,44,1.12236357038563e-310
15,30,45,1.1224730899293e-310
15,30,46,1.1225821978762e-310
15,30,47,1.12269172024e-310
15,30,48,1.12280124260386e-310
15,30,49,1.1229107649676e-310
15,30,50,1.12302028733066e-310
15,30,51,1.1231298096942e-310
15,30,52,1.1232393320587e-310
15,30,53,1.12334885442245e-310
15,30,54,1.12345837678625e-310
15,30,55,1.12356789915e-310
15,30,56,1.12367742151374e-310
15,30,57,1.1237869438775e-310
15,30,58,1.1238964662413e-310
15,30,59,1.12400598860503e-310
15,31,0,1.1241155109688e-310
15,31,1,1.12093936242964e-310
15,31,2,1.1210488847934e-310
15,31,3,1.1211584071572e-310
15,31,4,1.12126792952094e-310
15,31,5,1.1213774518847e-310
15,31,6,1.1214869742485e-310
15,31,7,1.12159649661223e-310
15,31,8,1.12170601897597e-310
15,31,9,1.12181554133977e-310
15,31,10,1.1219250637035e-310
15,31,11,1.12203458606727e-310
15,31,12,1.122144108431e-310
15,31,13,1.1222536307948e-310
15,31,14,1.12236315315856e-310
15,31,15,1.1224726755223e-310
15,31,16,1.1225821978861e-310
15,31,17,1.12269172024985e-310
15,31,18,1.1228012426136e-310
15,31,19,1.12291076497734e-310
15,31,20,1.12302028734114e-310
15,31,21,1.123129809705e-310
15,31,22,1.12323933206873e-310
15,31,23,1.12334885443253e-310
15,31,24,1.1234583767963e-310
15,31,25,0.00028225806451612906
15,31,26,0.00028225806451612906
15,31,27,0.00028225806451612906
15,31,28,0.00028225806451612906
15,31,29,0.00028225806451612906
15,31,30,1.12411551097896e-310
15,31,31,1.1209393624398e-310
15,31,32,1.12104888480357e-310
15,31,33,1.1211584071673e-310
15,31,34,1.1212679295312e-310
15,31,35,1.12137745189496e-310
15,31,36,1.12148738856017e-310
15,31,37,1.1215969115296e-310
15,31,38,1.12170643333633e-310
15,31,39,1.1218159557001e-310
15,31,40,1.12192547806313e-310
15,31,41,1.1220350004269e-310
15,31,42,1.1221445227907e-310
15,31,43,1.12225404515443e-310
15,31,44,1.1223635703997e-310
15,31,45,1.12247308994333e-310
15,31,46,1.1225821978903e-310
15,31,47,1.1226917202541e-310
15,31,48,1.12280124261794e-310
15,31,49,1.1229107649817e-310
15,31,50,1.12302028734475e-310
15,31,51,1.1231298097083e-310
15,31,52,1.1232393320728e-310
15,31,53,1.12334885443653e-310
15,31,54,1.1234583768003e-310
15,31,55,0.0005693548387096773
15,31,56,0.0005693548387096773
15,31,57,0.0005693548387096773
15,31,58,0.0005693548387096773
15,31,59,0.0005693548387096773
15,32,0,0.0005693548387096773
15,32,1,0.0005693548387096773
15,32,2,0.0005693548387096773
15,32,3,0.0005693548387096773
15,32,4,0.0005693548387096773
15,32,5,0.0005693548387096773
15,32,6,0.0005693548387096773
15,32,7,0.0005693548387096773
15,32,8,0.0005693548387096773
15,32,9,0.0005693548387096773
15,32,10,0.0005693548387096773
15,32,11,0.0005693548387096773
15,32,12,0.0005693548387096773
15,32,13,0.0005693548387096773
15,32,14,0.0005693548387096773
15,32,15,0.0005693548387096773
15,32,16,0.0005693548387096773
15,32,17,0.0005693548387096773
15,32,18,0.0005693548387096773
15,32,19,0.0005693548387096773
15,32,20,0.0005693548387096773
15,32,21,0.0005693548387096773
15,32,22,0.0005693548387096773
15,32,23,0.0005693548387096773
15,32,24,1.12345837597474e-310
15,32,25,1.12356789833854e-310
